Age,Gender,Ethnicity,EmploymentLevel,WorkingHours,OrganisationalTenure,IndustryExperience,SelfEfficacy_1,SelfEfficacy_2,SelfEfficacy_3,SelfEfficacy_4,SelfEfficacy_5,SelfEfficacy_6,Optimism_1,Optimism_2,Optimism_3,Optimism_4,Optimism_5,Optimism_6,Optimism_7,Optimism_8,Hope_1,Hope_2,Hope_3,Hope_4,Hope_5,Hope_6,Hope_7,Hope_8,Resilience_1,Resilience_2,Resilience_3,Resilience_4,Resilience_5,Resilience_6,OccupationalStress_1,OccupationalStress_2,OccupationalStress_3,OccupationalStress_4,Burnout_1,Burnout_2,Burnout_3,Burnout_4,Burnout_5,Burnout_6,Burnout_7,Burnout_8,Burnout_9,Burnout_10
29,Woman,Mixed/Other,Supervisor,40,"One year or more, but less than two years","Five years or more, but less than ten years",Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Rarely,Often,Often,Rarely,Often,Sometimes,Never,Never,Never,Never,Never,Never,Sometimes,Never
29,Man,Asian,Mid-Level,42,"Three years or more, but less than five years","Three years or more, but less than five years",Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Never,Very often,Often,Never,Sometimes,Rarely,Never,Never,Never,Rarely,Sometimes,Never,Rarely,Never
22,Man,Asian,Entry-Level,30,Less than a year,"One year or more, but less than two years",Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Often,Sometimes,Often,Sometimes,Very often,Rarely,Sometimes,Never,Rarely,Rarely,Very often,Rarely,Rarely,Sometimes
32,Woman,White,Supervisor,50,"Five years or more, but less than ten years","Five years or more, but less than ten years",Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Sometimes,Often,Sometimes,Sometimes,Very often,Often,Sometimes,Often,Sometimes,Never,Sometimes,Never,Sometimes,Very often
36,Woman,White,Entry-Level,40,"One year or more, but less than two years","One year or more, but less than two years",Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Never,Often,Very often,Rarely,Sometimes,Sometimes,Rarely,Never,Never,Never,Never,Never,Rarely,Never
35,Woman,Hispanic/Latino,Mid-Level,40,More than ten years,More than ten years,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Rarely,Often,Sometimes,Rarely,Sometimes,Rarely,Rarely,Rarely,Never,Never,Rarely,Never,Very often,Rarely
29,Man,Hispanic/Latino,Mid-Level,40,"Five years or more, but less than ten years","Five years or more, but less than ten years",Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Never,Very often,Sometimes,Rarely,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never
36,Woman,Asian,Mid-Level,35,"One year or more, but less than two years","Three years or more, but less than five years",Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Never,Never,Often,Never,Rarely,Sometimes,Rarely,Rarely,Never,Never,Never,Never,Never,Rarely
31,Woman,Asian,Mid-Level,5,"Three years or more, but less than five years","Three years or more, but less than five years",Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,Often,Sometimes,Often,Sometimes,Sometimes,Sometimes
24,Man,Black,Supervisor,60,"Two years or more, but less than three years","Three years or more, but less than five years",Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Very often,Sometimes,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Very often,Often
18,Woman,White,Mid-Level,50,"Three years or more, but less than five years",More than ten years,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Never,Never,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
30,Woman,White,Entry-Level,42,"One year or more, but less than two years","One year or more, but less than two years",Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Sometimes,Sometimes,Sometimes,Often,Often,Sometimes,Rarely,Rarely,Sometimes,Never,Never,Rarely,Never,Never
29,Woman,White,Mid-Level,45,"Five years or more, but less than ten years","Five years or more, but less than ten years",Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Rarely,Often,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
25,Woman,Hispanic/Latino,Entry-Level,28,"One year or more, but less than two years","One year or more, but less than two years",Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Very often,Rarely,Rarely,Very often,Very often,Very often,Very often,Sometimes,Very often,Very often,Very often,Often,Often,Often
30,Woman,Black,Entry-Level,40,Less than a year,"Three years or more, but less than five years",Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Rarely,Very often,Sometimes,Sometimes,Sometimes,Rarely,Never,Never,Never,Rarely,Never,Never,Rarely,Never
24,Man,Black,Supervisor,60,"Two years or more, but less than three years","Three years or more, but less than five years",Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Very often,Sometimes,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Very often,Often
28,Woman,Hispanic/Latino,Entry-Level,40,Less than a year,Less than a year,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Never,Rarely,Rarely,Never,Rarely,Never,Sometimes,Rarely
29,Woman,Asian,Entry-Level,37,Less than a year,Less than a year,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Often,Rarely,Sometimes,Often,Very often,Very often,Rarely,Rarely,Rarely,Sometimes,Often,Never,Very often,Sometimes
30,Woman,Asian,Mid-Level,50,"Three years or more, but less than five years","Three years or more, but less than five years",Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Sometimes,Very often,Very often,Sometimes,Very often,Rarely,Rarely,Sometimes,Rarely,Sometimes,Never,Rarely,Sometimes,Very often
26,Woman,Asian,Entry-Level,45,"One year or more, but less than two years","One year or more, but less than two years",Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Rarely,Often,Sometimes,Rarely,Sometimes,Rarely,Rarely,Sometimes,Rarely,Rarely,Never,Sometimes,Rarely,Rarely
50,Man,Asian,Mid-Level,50,"One year or more, but less than two years","Two years or more, but less than three years",Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Very often,Often,Very often,Very often,Very often,Rarely,Never,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes
33,Woman,White,Entry-Level,8,Less than a year,Less than a year,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Never,Very often,Often,Never,Sometimes,Rarely,Never,Never,Never,Rarely,Sometimes,Never,Rarely,Never
47,Woman,Asian,Entry-Level,20,Less than a year,Less than a year,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Rarely,Sometimes,Rarely,Sometimes,Often,Often,Rarely,Rarely,Rarely,Never,Never,Never,Sometimes,Rarely
35,Woman,Mixed/Other,Mid-Level,8,"Three years or more, but less than five years",More than ten years,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Rarely,Rarely,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Never,Never,Never,Never,Often
50,Man,Asian,Mid-Level,50,"One year or more, but less than two years","Two years or more, but less than three years",Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Very often,Often,Very often,Very often,Very often,Rarely,Never,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes
55,Woman,White,Supervisor,45,More than ten years,More than ten years,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat disagree,Never,Never,Often,Never,Rarely,Never,Rarely,Never,Never,Never,Rarely,Rarely,Never,Never
27,Woman,Mixed/Other,Entry-Level,25,"One year or more, but less than two years","One year or more, but less than two years",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Never,Very often,Very often,Rarely,Often,Rarely,Rarely,Never,Never,Rarely,Never,Never,Never,Never
24,Woman,Asian,Entry-Level,45,Less than a year,Less than a year,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Often,Sometimes,Sometimes,Often,Often,Rarely,Rarely,Sometimes,Often,Often,Often,Sometimes,Often,Rarely
26,Woman,Asian,Entry-Level,45,"One year or more, but less than two years","One year or more, but less than two years",Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Rarely,Often,Sometimes,Rarely,Sometimes,Rarely,Rarely,Sometimes,Rarely,Rarely,Never,Sometimes,Rarely,Rarely
33,Woman,White,Entry-Level,8,Less than a year,Less than a year,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Never,Very often,Often,Never,Sometimes,Rarely,Never,Never,Never,Rarely,Sometimes,Never,Rarely,Never
35,Man,Hispanic/Latino,Mid-Level,35,"Three years or more, but less than five years","Three years or more, but less than five years",Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly disagree,Never,Never,Rarely,Rarely,Rarely,Sometimes,Never,Never,Rarely,Rarely,Rarely,Rarely,Sometimes,Never
33,Man,Mixed/Other,Mid-Level,40,"Five years or more, but less than ten years","Five years or more, but less than ten years",Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly disagree,Rarely,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never
35,Man,White,Mid-Level,50,"Five years or more, but less than ten years",More than ten years,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Rarely,Often,Rarely,Never,Sometimes,Sometimes,Never,Never,Never,Rarely,Never,Never,Never,Never
20,Woman,Black,Entry-Level,37,"One year or more, but less than two years","One year or more, but less than two years",Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Sometimes,Sometimes,Sometimes,Often,Very often,Very often,Rarely,Rarely,Never,Never,Rarely,Rarely,Never,Never
35,Woman,Mixed/Other,Mid-Level,40,"Three years or more, but less than five years","Three years or more, but less than five years",Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Very often,Rarely,Rarely,Very often,Very often,Often,Very often,Very often,Very often,Very often,Often,Very often,Often,Very often
36,Woman,White,Supervisor,35,"Five years or more, but less than ten years","Five years or more, but less than ten years",Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Never,Often,Often,Rarely,Rarely,Rarely,Never,Never,Never,Never,Never,Never,Never,Never
32,Woman,Asian,Supervisor,40,"Five years or more, but less than ten years","Five years or more, but less than ten years",Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Sometimes,Often,Very often,Rarely,Often,Often,Rarely,Never,Sometimes,Rarely,Often,Rarely,Rarely,Sometimes
35,Woman,White,Mid-Level,40,"Five years or more, but less than ten years","Five years or more, but less than ten years",Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Somewhat agree,Sometimes,Rarely,Rarely,Sometimes,Very often,Often,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
26,Woman,White,Entry-Level,40,Less than a year,Less than a year,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Never,Never,Never,Never,Never,Rarely,Never,Sometimes,Rarely
